index,roll_H,Kalman_roll,gyro_x,Kalman_gyro,torque
2050,-6,-3,24,2,8
2051,-9,-3,42,2,7
2052,-5,-4,88,1,7
2053,-5,-3,110,1,9
2054,-8,-3,70,1,10
2055,-7,-3,55,1,6
2056,-9,-3,61,2,8
2057,-8,-3,19,4,8
2058,-3,-2,58,6,7
2059,-4,-1,80,9,6
2060,-2,0,16,12,2
2061,2,0,-74,12,2
2062,2,1,-106,11,5
2063,6,3,-64,9,4
2064,6,5,-64,10,3
2065,9,6,-27,10,2
2066,4,6,-5,8,3
2067,5,7,14,7,0
2068,8,7,31,5,3
2069,3,6,3,3,5
2070,0,5,0,1,5
2071,0,4,13,0,2
2072,1,3,31,1,5
2073,0,2,23,1,5
2074,0,2,-34,3,4
2075,-1,1,-59,4,3
2076,-1,0,-70,4,3
2077,0,0,-79,4,4
2078,2,0,-141,5,-1
2079,6,1,-130,4,0
2080,11,3,-173,5,0
2081,10,5,-152,6,-5
2082,6,4,-136,6,-1
2083,9,4,-77,6,0
2084,9,4,-83,7,0
2085,8,4,-37,8,-4
2086,6,4,-20,9,-3
2087,4,3,12,9,-3
2088,2,2,7,7,2
2089,2,2,20,3,1
2090,1,1,-21,2,1
2091,0,1,14,0,6
2092,0,0,54,-1,2
2093,0,0,86,-2,2
2094,-2,0,159,-2,6
2095,-2,0,118,-1,2
2096,-3,0,88,-1,3
2097,-5,-1,47,-2,3
2098,-5,-1,72,-3,5
2099,-5,-2,61,-3,7
2100,-3,-2,85,-2,6
2101,-1,-2,39,0,5
2102,-1,-1,21,0,4
2103,-2,0,-38,0,3
2104,-1,-1,-64,0,5
2105,-2,-1,-31,0,2
2106,-3,-1,-3,2,0
2107,0,0,6,2,3
2108,0,0,37,1,0
2109,-1,0,-8,0,3
2110,-1,-1,-19,-1,3
2111,-3,-1,-9,-1,3
2112,-4,-1,12,-1,1
2113,-2,-1,46,-1,5
2114,0,-1,27,0,4
2115,-3,-1,11,-1,4
2116,-2,-2,-45,-2,7
2117,-2,-2,-52,-4,7
2118,-2,-2,-90,-3,6
2119,-1,-1,-117,-3,6
2120,1,-1,-129,0,4
2121,3,0,-137,3,0
2122,6,0,-117,6,-2
2123,4,0,-123,9,-1
2124,6,1,-69,10,0
2125,11,3,-94,12,-7
2126,8,4,-57,11,-6
2127,10,4,-27,9,-4
2128,9,5,-12,5,1
2129,5,4,-4,0,0
2130,4,4,0,-4,4
2131,2,3,33,-8,4
2132,0,1,24,-9,7
2133,0,0,29,-11,7
2134,-4,-1,64,-10,10
2135,-7,-3,99,-7,3
2136,-6,-3,162,-4,2
2137,-3,-3,163,-1,4
2138,-8,-3,107,0,3
2139,-9,-4,54,0,5
2140,-11,-6,38,-2,5
2141,-6,-6,59,-3,6
2142,-3,-4,77,-3,8
2143,-5,-3,53,-3,7
2144,-9,-4,-2,-1,4
2145,-4,-4,9,0,4
2146,0,-3,-8,1,0
2147,-2,-2,1,1,4
2148,-5,-2,-14,1,0
2149,-7,-3,-15,1,3
2150,-2,-3,-18,0,4
2151,-6,-3,22,-2,4
2152,-5,-3,43,-2,4
2153,-6,-3,49,-2,8
2154,-6,-3,78,-2,8
2155,-3,-3,16,-3,7
2156,-4,-3,2,-3,6
2157,-5,-3,-41,-3,7
2158,-4,-2,-60,-3,7
2159,-7,-3,-70,-1,7
2160,-3,-4,-58,1,6
2161,-1,-3,-76,6,2
2162,-1,-3,-98,10,-2
2163,0,-2,-114,13,-2
2164,1,-2,-124,13,-1
2165,3,-1,-93,13,-1
2166,3,-1,-99,12,1
2167,4,-1,-55,10,4
2168,2,0,-63,7,3
2169,-2,0,-78,6,2
2170,0,-1,-54,5,0
2171,-4,-2,-10,5,1
2172,-6,-3,7,7,0
2173,-1,-3,33,6,0
2174,0,-2,21,6,-1
2175,1,-1,38,7,1
2176,-2,-1,0,7,-1
2177,-3,-1,-5,5,1
2178,-4,-2,15,6,4
2179,-3,-2,35,3,6
2180,0,-2,53,2,5
2181,1,-1,53,3,0
2182,0,0,26,5,-28
2183,2,0,14,0,-61
2184,0,0,15,-15,-95
2185,3,-1,-48,-39,-74
2186,3,0,-42,-66,-60
2187,0,-1,-100,-89,-47
2188,-1,-2,-175,-115,-45
2189,3,-2,-247,-142,-34
2190,6,-2,-307,-171,-31
2191,4,-2,-378,-201,-28
2192,4,-3,-416,-233,-21
2193,-1,-6,-484,-272,-5
2194,-2,-9,-507,-319,10
2195,-6,-12,-602,-372,25
2196,-11,-16,-642,-432,43
2197,-16,-20,-731,-494,65
2198,-21,-26,-822,-554,83
2199,-25,-33,-893,-612,101
2200,-33,-40,-942,-662,116
2201,-42,-49,-980,-698,123
2202,-55,-59,-961,-720,127
2203,-65,-71,-870,-727,128
2204,-76,-82,-833,-722,122
2205,-88,-92,-797,-704,117
2206,-103,-103,-629,-670,104
2207,-118,-115,-434,-621,91
2208,-127,-126,-403,-558,73
2209,-135,-136,-272,-485,53
2210,-145,-144,-178,-403,30
2211,-155,-152,-50,-317,12
2212,-163,-159,89,-237,-4
2213,-163,-163,91,-165,-14
2214,-170,-166,129,-108,-22
2215,-169,-169,85,-66,-26
2216,-169,-170,5,-44,-17
2217,-166,-170,0,-36,-12
2218,-166,-169,-88,-43,0
2219,-171,-169,-152,-58,9
2220,-172,-170,-143,-77,20
2221,-175,-172,-126,-100,32
2222,-180,-175,-158,-126,37
2223,-179,-178,-172,-153,47
2224,-178,-180,-191,-179,55
2225,-182,-183,-216,-202,60
2226,-179,-186,-278,-223,63
2227,-182,-189,-378,-239,69
2228,-187,-193,-425,-254,71
2229,-190,-195,-381,-263,72
2230,-193,-198,-323,-271,75
2231,-197,-201,-349,-274,77
2232,-206,-205,-276,-272,76
2233,-205,-209,-223,-265,74
2234,-212,-213,-200,-252,71
2235,-218,-217,-184,-236,66
2236,-224,-222,-217,-219,64
2237,-225,-227,-148,-201,58
2238,-229,-231,-160,-183,54
2239,-238,-233,-59,-165,52
2240,-238,-237,0,-147,53
2241,-242,-240,-92,-131,49
2242,-241,-243,-111,-118,47
2243,-242,-245,-91,-107,48
2244,-244,-245,-91,-100,51
2245,-243,-246,-35,-96,53
2246,-247,-247,-101,-95,55
2247,-254,-250,-65,-95,55
2248,-250,-252,-79,-98,59
2249,-252,-253,-184,-100,63
2250,-248,-253,-151,-103,60
2251,-251,-253,-177,-108,68
2252,-258,-254,-120,-115,70
2253,-250,-255,-63,-119,74
2254,-254,-257,-165,-121,74
2255,-254,-258,-136,-122,69
2256,-256,-259,-110,-122,74
2257,-257,-260,-176,-121,71
2258,-264,-262,-70,-118,70
2259,-259,-263,-128,-113,73
2260,-261,-263,-92,-108,67
2261,-262,-264,-164,-101,66
2262,-264,-267,-45,-94,69
2263,-276,-270,-92,-84,63
2264,-275,-272,0,-76,67
2265,-274,-274,-74,-66,64
2266,-276,-276,-68,-58,63
2267,-280,-277,-28,-56,63
2268,-277,-279,-31,-53,67
2269,-275,-279,42,-49,63
2270,-274,-278,-32,-45,65
2271,-269,-276,-53,-43,59
2272,-273,-276,-196,-42,63
2273,-280,-277,-4,-45,69
2274,-286,-279,-21,-49,71
2275,-285,-283,33,-48,71
2276,-287,-285,-76,-47,70
2277,-287,-286,-55,-46,73
2278,-291,-288,-119,-45,73
2279,-294,-291,-58,-46,76
2280,-300,-294,7,-45,73
2281,-298,-296,-30,-44,77
2282,-296,-297,-86,-40,71
2283,-305,-300,-91,-38,76
2284,-300,-301,-39,-37,72
2285,-301,-302,35,-33,73
2286,-299,-303,-50,-30,74
2287,-299,-301,11,-26,68
2288,-299,-300,-130,-22,66
2289,-304,-301,39,-19,67
2290,-307,-302,35,-18,70
2291,-304,-303,7,-14,74
2292,-305,-304,-8,-11,68
2293,-305,-304,16,-10,72
2294,-302,-304,-42,-10,71
2295,-307,-305,31,-9,74
2296,-301,-304,-30,-11,71
2297,-301,-303,-16,-13,74
2298,-303,-304,-51,-13,71
2299,-305,-303,22,-14,75
2300,-312,-305,27,-14,75
2301,-313,-308,-41,-11,73
2302,-317,-310,-38,-12,77
2303,-310,-312,-42,-12,80
2304,-312,-312,50,-11,78
2305,-314,-312,29,-10,75
2306,-309,-311,-30,-9,78
2307,-308,-311,-57,-9,75
2308,-310,-310,-4,-12,79
2309,-308,-310,35,-15,79
2310,-309,-310,45,-13,81
2311,-310,-309,-48,-11,74
2312,-312,-310,-111,-8,75
2313,-315,-312,21,-10,79
2314,-312,-312,65,-9,79
2315,-311,-313,27,-4,77
2316,-314,-313,-83,-1,77
2317,-320,-315,-37,-2,81
2318,-314,-315,1,0,77
2319,-315,-315,58,0,79
2320,-312,-314,17,3,76
2321,-312,-314,-74,5,76
2322,-315,-314,20,4,76
2323,-315,-314,20,0,83
2324,-313,-314,47,-1,80
2325,-316,-314,-15,1,77
2326,-313,-313,-79,2,78
2327,-309,-312,5,2,78
2328,-309,-311,46,1,76
2329,-308,-311,15,2,79
2330,-313,-311,5,0,81
2331,-313,-311,-18,0,79
2332,-311,-311,33,0,82
2333,-313,-312,-35,1,79
2334,-308,-311,-27,2,79
2335,-313,-311,24,3,80
2336,-318,-312,22,2,82
2337,-313,-313,66,5,79
2338,-315,-314,-46,8,79
2339,-311,-313,-45,8,77
2340,-311,-312,83,6,80
2341,-312,-312,28,5,83
2342,-311,-311,-42,5,82
2343,-308,-310,-58,5,79
2344,-308,-310,36,2,79
2345,-309,-310,102,1,80
2346,-310,-309,-26,4,77
2347,-311,-309,-69,6,80
2348,-309,-309,-41,5,80
2349,-313,-309,78,2,80
2350,-310,-310,154,2,84
2351,-313,-311,-43,7,78
2352,-315,-311,-93,6,79
2353,-313,-312,61,3,86
2354,-310,-312,104,3,85
2355,-313,-312,-15,6,82
2356,-316,-313,-113,8,82
2357,-314,-313,1,6,79
2358,-306,-311,138,4,85
2359,-309,-310,10,7,79
2360,-312,-310,-35,8,82
2361,-309,-310,42,7,79
2362,-310,-310,43,7,82
2363,-308,-309,22,7,81
2364,-306,-309,-76,8,81
2365,-308,-308,9,6,81
2366,-308,-307,87,5,81
2367,-310,-308,-19,6,83
2368,-314,-310,-47,5,83
2369,-311,-311,-18,5,80
2370,-313,-311,-8,5,82
2371,-308,-310,76,4,85
2372,-311,-310,-30,7,82
2373,-312,-310,-34,8,79
2374,-311,-310,111,8,85
2375,-312,-311,71,11,84
2376,-311,-311,-83,12,82
2377,-312,-311,-84,10,79
2378,-310,-311,92,7,83
2379,-307,-310,136,9,83
2380,-310,-310,-34,15,77
2381,-314,-310,-119,16,81
2382,-313,-310,91,18,80
2383,-310,-310,126,17,82
2384,-306,-309,13,21,78
2385,-307,-308,-79,20,78
2386,-306,-307,-10,15,78
2387,-307,-307,145,12,81
2388,-308,-307,-13,11,84
2389,-308,-308,-44,13,78
2390,-310,-308,58,11,82
2391,-308,-308,53,12,78
2392,-309,-309,31,15,82
2393,-310,-309,-62,16,78
2394,-305,-308,10,17,78
2395,-307,-306,100,16,80
2396,-306,-306,-22,17,77
2397,-307,-307,-27,16,80
2398,-304,-306,48,14,77
2399,-303,-304,22,14,80
2400,-301,-303,77,14,77
2401,-300,-302,-34,16,77
2402,-304,-302,-35,15,75
2403,-304,-302,88,13,80
2404,-301,-302,51,15,79
2405,-305,-303,-18,17,75
2406,-309,-304,-99,16,73
2407,-304,-305,53,13,77
2408,-302,-304,137,10,78
2409,-304,-304,-25,13,75
2410,-303,-304,-49,13,78
2411,-303,-303,-68,12,75
2412,-304,-303,84,10,81
2413,-299,-303,102,11,74
2414,-297,-301,-43,14,72
2415,-304,-301,-34,14,72
2416,-300,-300,-28,11,76
2417,-298,-300,108,8,76
2418,-298,-300,17,10,73
2419,-298,-299,-51,13,71
2420,-299,-298,44,12,71
2421,-298,-298,22,12,74
2422,-298,-298,61,10,77
2423,-296,-298,-39,8,74
2424,-297,-297,-37,8,77
2425,-292,-295,10,6,74
2426,-292,-294,21,6,74
2427,-297,-294,46,9,75
2428,-298,-296,-94,8,72
2429,-299,-297,28,7,78
2430,-301,-297,30,3,74
2431,-298,-298,48,4,78
2432,-300,-298,-30,7,74
2433,-301,-300,-41,5,78
2434,-298,-299,70,3,74
2435,-299,-299,59,5,72
2436,-297,-298,19,6,70
2437,-294,-297,-145,7,71
2438,-292,-295,28,2,75
2439,-294,-294,30,-2,74
2440,-295,-294,91,-1,78
2441,-293,-294,-47,0,75
2442,-296,-295,-64,1,74
2443,-297,-295,-12,0,74
2444,-300,-296,53,-1,75
2445,-301,-298,54,0,78
2446,-305,-301,-11,5,72
2447,-302,-302,-39,5,76
2448,-304,-302,-38,5,73
2449,-299,-302,95,3,78
2450,-295,-300,-17,3,72
2451,-296,-299,36,5,70
2452,-294,-297,-53,1,76
2453,-295,-296,37,0,75
2454,-297,-296,28,2,71
2455,-297,-296,-10,2,75
2456,-295,-297,-31,0,77
2457,-299,-297,-8,0,73
2458,-299,-298,60,0,77
2459,-298,-298,-18,3,73
2460,-300,-298,59,6,73
2461,-295,-298,-80,4,75
2462,-297,-298,35,7,69
2463,-303,-298,36,6,72
2464,-302,-299,29,5,75
2465,-298,-300,-50,5,72
2466,-298,-299,1,2,75
2467,-300,-299,54,0,75
2468,-300,-299,18,0,77
2469,-301,-300,5,1,74
2470,-300,-300,-119,4,74
2471,-303,-301,44,3,72
2472,-299,-301,28,1,75
2473,-300,-301,89,3,75
2474,-300,-301,-13,4,75
2475,-300,-300,-65,3,74
2476,-300,-300,-64,1,74
