index,roll_H,Kalman_roll,gyro_x,Kalman_gyro,torque
4917,-301,-300,-12,13,78
4918,-300,-300,21,12,80
4919,-301,-300,-4,12,80
4920,-303,-300,51,12,76
4921,-300,-300,-29,13,79
4922,-299,-301,-100,11,76
4923,-298,-300,94,7,83
4924,-302,-300,47,7,82
4925,-300,-300,-18,10,76
4926,-302,-301,-48,10,80
4927,-303,-301,-49,9,81
4928,-303,-301,65,5,83
4929,-301,-301,35,4,79
4930,-303,-302,-48,5,80
4931,-304,-302,-32,5,81
4932,-302,-302,30,5,82
4933,-303,-302,140,6,81
4934,-302,-302,-53,10,74
4935,-306,-303,-131,10,75
4936,-302,-303,59,6,82
4937,-302,-303,88,4,81
4938,-301,-302,19,5,78
4939,-303,-302,-88,8,78
4940,-306,-303,-59,5,78
4941,-305,-303,79,2,84
4942,-303,-304,40,3,83
4943,-307,-304,-26,5,80
4944,-309,-305,-71,4,83
4945,-308,-306,0,4,80
4946,-306,-306,119,5,81
4947,-303,-306,-8,7,78
4948,-309,-307,-69,9,81
4949,-308,-307,29,7,78
4950,-303,-307,52,5,81
4951,-302,-305,-22,5,80
4952,-301,-304,2,4,77
4953,-303,-303,3,3,80
4954,-306,-303,78,3,83
4955,-303,-304,-10,5,82
4956,-303,-304,-54,4,79
4957,-301,-303,45,3,82
4958,-300,-302,13,4,81
4959,-298,-301,16,4,80
4960,-299,-301,-42,4,77
4961,-300,-300,-22,2,80
4962,-300,-300,98,1,80
4963,-300,-300,24,2,82
4964,-301,-300,-67,3,77
4965,-300,-300,-34,2,80
4966,-303,-300,35,2,82
4967,-298,-300,116,4,81
4968,-297,-299,-17,9,76
4969,-300,-299,-83,9,75
4970,-300,-299,-3,4,81
4971,-300,-300,64,1,83
4972,-301,-300,56,2,79
4973,-298,-300,-63,3,77
4974,-301,-300,-24,2,78
4975,-298,-300,66,0,78
4976,-297,-299,52,2,79
4977,-301,-299,-12,5,79
4978,-298,-298,-84,6,75
4979,-301,-299,17,5,78
4980,-302,-300,96,2,81
4981,-299,-301,-51,2,78
4982,-301,-300,-24,2,81
4983,-301,-300,30,0,78
4984,-301,-300,14,1,81
4985,-298,-300,31,4,75
4986,-296,-299,-47,3,79
4987,-302,-299,10,3,81
4988,-305,-300,54,4,77
4989,-297,-300,-52,5,75
4990,-299,-300,9,5,75
4991,-302,-300,10,3,79
4992,-303,-301,29,3,81
4993,-301,-301,48,3,78
4994,-299,-301,-104,3,78
4995,-299,-301,-42,3,75
4996,-298,-300,29,1,81
4997,-296,-299,80,0,80
4998,-296,-297,-30,1,74
4999,-294,-296,-122,1,75
5000,-299,-296,0,0,78
5001,-300,-297,89,-1,78
5002,-299,-298,83,0,77
5003,-304,-299,-58,4,75
5004,-303,-300,-16,4,78
5005,-303,-300,44,2,78
5006,-302,-301,100,3,81
5007,-296,-300,-21,5,75
5008,-299,-299,-103,6,75
5009,-297,-298,40,4,75
5010,-294,-297,116,3,77
5011,-296,-296,6,5,74
5012,-296,-296,-42,3,74
5013,-296,-296,-41,1,79
5014,-301,-296,29,-1,76
5015,-295,-296,24,-1,79
5016,-295,-297,-39,0,76
5017,-295,-296,5,-1,80
5018,-293,-295,13,0,76
5019,-293,-294,43,0,78
5020,-295,-294,2,1,77
5021,-296,-295,-55,0,74
5022,-295,-296,61,0,77
5023,-297,-296,66,0,76
5024,-296,-296,-81,1,76
5025,-300,-297,-52,-1,79
5026,-296,-298,-39,-2,76
5027,-300,-298,114,0,76
5028,-300,-299,7,3,76
5029,-298,-299,-43,5,76
5030,-299,-299,-84,4,76
5031,-299,-298,37,1,76
5032,-299,-299,102,2,77
5033,-300,-299,-47,4,76
5034,-300,-299,-55,4,76
5035,-303,-300,-25,3,79
5036,-304,-301,105,2,76
5037,-298,-301,84,4,79
5038,-299,-301,-34,7,73
5039,-300,-300,-39,4,76
5040,-300,-300,13,2,78
5041,-298,-300,53,2,75
5042,-297,-299,-10,2,78
5043,-299,-299,-75,3,72
5044,-303,-299,7,1,79
5045,-300,-300,36,1,76
5046,-300,-300,21,5,73
5047,-299,-300,-35,6,77
5048,-297,-299,29,6,73
5049,-298,-298,61,4,76
5050,-299,-298,10,3,78
5051,-299,-299,-41,2,75
5052,-299,-299,-58,1,79
5053,-299,-298,70,-1,75
5054,-299,-298,22,0,79
5055,-300,-299,-8,3,73
5056,-301,-299,-104,4,76
5057,-297,-299,-1,4,73
5058,-299,-299,78,1,76
5059,-295,-298,100,0,76
5060,-301,-298,-5,2,76
5061,-302,-299,-106,1,74
5062,-296,-300,22,-1,75
5063,-298,-299,58,-2,75
5064,-305,-300,24,0,74
5065,-304,-302,-30,4,77
5066,-303,-303,-36,3,79
5067,-304,-303,49,0,75
5068,-300,-303,26,1,79
5069,-302,-303,13,3,76
5070,-306,-303,-78,4,78
5071,-300,-303,0,3,75
5072,-303,-302,38,2,78
5073,-298,-302,27,3,75
5074,-301,-301,-6,4,73
5075,-304,-301,-13,3,74
5076,-301,-302,9,0,80
5077,-298,-301,-6,0,76
5078,-295,-299,11,0,78
5079,-298,-298,-53,2,75
5080,-301,-299,49,1,75
5081,-302,-300,96,2,75
5082,-298,-300,-82,4,72
5083,-298,-299,-25,4,73
5084,-299,-300,28,2,77
5085,-301,-300,48,4,76
5086,-302,-300,46,6,73
5087,-300,-301,-86,8,73
5088,-299,-300,-2,6,74
5089,-298,-300,45,1,79
5090,-298,-299,98,0,76
5091,-298,-299,-22,1,74
5092,-298,-298,-86,2,74
5093,-300,-299,-16,1,77
5094,-302,-299,67,0,77
5095,-301,-300,127,3,77
5096,-300,-301,-70,7,76
5097,-304,-301,-64,6,76
5098,-302,-302,23,4,79
5099,-303,-303,80,4,76
5100,-303,-303,21,4,79
5101,-302,-303,-88,6,73
5102,-305,-304,19,6,77
5103,-303,-303,32,5,78
5104,-302,-304,40,6,77
5105,-306,-304,9,6,77
5106,-303,-304,-85,4,76
5107,-302,-304,13,4,76
5108,-304,-303,16,2,77
5109,-302,-303,26,1,79
5110,-303,-303,18,4,74
