index,roll_H,Kalman_roll,gyro_x,Kalman_gyro,torque
5106,-303,-304,-85,4,76
5107,-302,-304,13,4,76
5108,-304,-303,16,2,77
5109,-302,-303,26,1,79
5110,-303,-303,18,4,74
5111,-301,-303,-46,2,77
5112,-303,-302,47,0,79
5113,-303,-303,19,3,73
5114,-306,-303,-39,3,77
5115,-304,-304,-70,4,76
5116,-305,-304,47,4,73
5117,-304,-303,71,4,76
5118,-299,-303,-69,5,73
5119,-305,-303,-8,2,79
5120,-301,-303,-35,0,81
5121,-304,-303,50,0,77
5122,-303,-303,42,2,74
5123,-300,-302,-58,6,74
5124,-304,-303,-16,7,73
5125,-308,-304,42,4,79
5126,-307,-305,97,3,81
5127,-304,-306,-1,4,80
5128,-304,-305,-45,3,79
5129,-300,-303,-118,3,73
5130,-298,-301,97,3,74
5131,-297,-300,130,3,76
5132,-299,-299,-27,7,72
5133,-297,-299,-38,6,70
5134,-298,-298,-52,1,74
5135,-302,-299,61,-1,78
5136,-300,-300,36,-2,80
5137,-299,-300,4,0,74
5138,-305,-301,-25,3,72
5139,-300,-301,18,2,76
5140,-301,-301,83,3,78
5141,-300,-301,-14,4,77
5142,-302,-302,-5,3,76
5143,-305,-303,-88,3,74
5144,-305,-302,19,0,75
5145,-303,-303,88,0,78
5146,-304,-303,-5,4,72
5147,-303,-303,43,4,76
5148,-304,-303,-30,4,78
5149,-309,-304,97,4,74
5150,-307,-305,-37,4,78
5151,-308,-307,-42,3,80
5152,-309,-307,17,0,80
5153,-309,-308,39,0,80
5154,-308,-309,44,3,77
5155,-311,-309,-69,7,77
5156,-307,-309,-29,6,79
5157,-305,-308,-21,3,81
5158,-306,-307,70,-1,83
5159,-301,-305,43,-2,82
5160,-307,-305,-31,0,78
5161,-306,-305,-50,-1,76
5162,-307,-305,19,0,79
5163,-304,-305,113,3,73
5164,-305,-305,-21,7,71
5165,-304,-305,-65,9,72
5166,-302,-304,-10,4,78
5167,-299,-302,77,-1,78
5168,-302,-302,66,0,80
5169,-301,-302,-59,2,73
5170,-301,-301,-54,1,75
5171,-301,-301,24,0,78
5172,-300,-300,103,-1,77
5173,-296,-300,-4,2,74
5174,-297,-299,1,4,74
5175,-300,-298,-13,2,76
5176,-298,-298,-25,2,73
5177,-298,-298,47,0,79
5178,-296,-298,-57,1,75
5179,-298,-298,-46,3,73
5180,-299,-297,18,1,76
5181,-297,-298,56,2,78
5182,-299,-298,43,5,77
5183,-301,-299,-22,5,74
5184,-302,-300,-5,4,77
5185,-301,-300,-3,3,77
5186,-300,-300,52,2,79
5187,-299,-300,-87,3,73
5188,-302,-300,-1,2,77
5189,-299,-300,77,0,78
