index,roll_H,Kalman_roll,gyro_x,Kalman_gyro,torque
7946,-213,-210,85,1,52
7947,-211,-211,65,6,50
7948,-213,-213,-16,9,50
7949,-216,-214,-34,9,50
7950,-214,-215,-75,10,48
7951,-214,-215,-46,12,49
7952,-209,-213,-56,11,51
7953,-211,-211,-28,8,51
7954,-217,-211,-36,8,49
7955,-217,-212,57,6,51
7956,-214,-211,103,5,51
7957,-211,-211,79,7,49
7958,-214,-212,88,8,51
7959,-212,-212,40,9,51
7960,-207,-212,-29,10,49
7961,-206,-211,-49,12,51
7962,-209,-211,-63,11,49
7963,-211,-211,-57,8,51
7964,-213,-212,-79,8,51
7965,-218,-213,-32,7,49
7966,-220,-214,38,6,52
7967,-216,-215,70,4,51
7968,-211,-214,112,4,52
7969,-216,-214,38,4,53
7970,-217,-215,63,3,51
7971,-211,-214,-58,7,49
7972,-210,-213,1,9,51
7973,-209,-212,-38,8,49
7974,-206,-210,-63,6,51
7975,-207,-208,-60,5,49
7976,-210,-207,-41,3,51
7977,-208,-207,43,0,51
7978,-206,-207,66,0,50
7979,-209,-207,54,2,52
7980,-209,-207,35,3,50
7981,-207,-208,48,5,52
7982,-210,-209,14,10,50
7983,-207,-210,9,11,52
7984,-207,-209,-43,11,50
7985,-208,-209,-106,10,50
7986,-207,-208,-56,8,53
7987,-206,-206,5,3,50
7988,-209,-205,23,0,53
7989,-206,-205,60,0,51
7990,-205,-204,96,0,53
7991,-204,-204,70,0,50
7992,-205,-204,108,4,53
7993,-207,-206,2,7,50
7994,-211,-208,-29,8,53
7995,-215,-211,-123,10,51
7996,-219,-214,-57,10,53
7997,-214,-215,-45,9,53
7998,-212,-215,-12,6,51
7999,-212,-214,-26,3,52
8000,-214,-212,7,2,52
8001,-217,-211,67,1,52
8002,-211,-212,66,2,55
8003,-209,-211,114,5,51
8004,-207,-209,41,6,52
8005,-203,-209,-31,8,50
8006,-202,-208,-52,8,53
8007,-203,-207,-73,6,52
8008,-202,-205,-25,3,52
8009,-204,-205,-58,2,52
8010,-212,-205,-50,0,55
8011,-210,-206,80,0,53
8012,-211,-207,76,1,53
8013,-207,-209,96,4,52
8014,-211,-209,11,6,54
8015,-206,-208,10,6,51
8016,-205,-208,-12,8,54
8017,-206,-207,5,7,51
8018,-210,-208,-13,7,53
8019,-209,-209,-78,7,53
8020,-211,-209,-26,4,56
8021,-214,-209,61,3,55
8022,-214,-210,31,3,53
8023,-214,-211,75,5,56
8024,-215,-213,37,7,55
8025,-214,-213,21,8,53
8026,-207,-213,17,9,55
8027,-211,-213,-10,8,53
8028,-213,-212,-89,8,55
8029,-215,-212,-62,8,53
8030,-214,-213,-33,5,56
8031,-219,-212,50,3,53
8032,-215,-212,48,2,56
8033,-212,-213,89,3,54
8034,-213,-213,80,4,56
8035,-210,-212,57,6,54
8036,-206,-212,26,9,56
8037,-207,-211,-64,10,54
8038,-210,-211,-42,9,56
8039,-211,-211,-33,9,54
8040,-212,-211,-64,8,56
8041,-213,-210,2,4,54
8042,-214,-209,41,2,56
8043,-211,-210,69,2,58
8044,-215,-211,98,3,58
8045,-215,-212,21,5,56
8046,-212,-213,9,8,58
8047,-208,-213,-36,10,57
8048,-210,-212,-24,11,55
8049,-209,-211,-47,10,55
8050,-211,-211,-48,6,57
8051,-213,-210,26,3,55
8052,-215,-211,92,6,58
8053,-219,-213,42,6,55
8054,-216,-214,56,4,58
8055,-212,-214,-16,7,56
8056,-214,-214,-16,6,58
8057,-214,-215,4,6,56
8058,-217,-215,-64,9,58
8059,-215,-215,-17,8,56
8060,-217,-216,36,5,58
8061,-219,-215,23,5,56
8062,-213,-215,77,4,59
8063,-211,-214,34,4,57
8064,-211,-213,18,4,59
8065,-213,-213,4,7,57
8066,-208,-213,-44,7,59
8067,-213,-212,-39,6,57
8068,-212,-211,-18,6,59
8069,-218,-212,-21,6,57
8070,-220,-213,32,6,58
8071,-218,-215,123,8,60
8072,-218,-216,51,10,58
8073,-219,-217,3,12,57
8074,-217,-218,-45,15,59
8075,-214,-217,-27,12,56
8076,-214,-216,-25,12,57
8077,-216,-215,-33,10,60
8078,-220,-214,-5,8,58
8079,-216,-214,64,5,61
8080,-215,-214,50,6,61
8081,-214,-214,63,8,59
8082,-211,-214,7,10,59
8083,-211,-214,-37,12,58
8084,-215,-215,-7,12,58
8085,-218,-215,-31,11,61
8086,-216,-215,-44,9,59
8087,-218,-215,64,8,61
8088,-215,-215,58,6,59
8089,-216,-214,16,8,62
8090,-213,-214,60,10,60
8091,-212,-214,33,12,60
8092,-210,-213,-88,12,59
8093,-209,-211,-11,10,61
8094,-212,-211,5,8,59
8095,-213,-211,-20,8,60
8096,-214,-211,70,9,59
8097,-213,-212,42,7,61
8098,-210,-212,-26,8,62
8099,-213,-212,-10,12,80
8100,-213,-212,-1,27,88
8101,-216,-213,-22,52,83
8102,-216,-213,0,66,83
8103,-216,-213,49,71,83
8104,-215,-213,54,69,84
8105,-214,-214,69,65,88
8106,-213,-213,15,62,92
8107,-215,-213,-59,62,89
8108,-217,-213,5,63,93
8109,-218,-214,69,66,93
8110,-219,-214,89,76,93
8111,-219,-215,99,85,94
8112,-220,-216,109,98,93
8113,-218,-217,103,110,93
8114,-218,-215,117,122,93
8115,-216,-213,175,138,91
8116,-207,-210,184,150,89
8117,-204,-206,205,169,85
8118,-202,-203,201,180,86
8119,-201,-200,234,196,82
8120,-202,-198,304,208,83
8121,-198,-195,251,220,80
8122,-195,-193,259,227,81
8123,-192,-190,162,234,78
8124,-187,-187,309,234,79
8125,-183,-182,284,239,76
8126,-178,-178,347,245,74
8127,-177,-174,248,255,71
8128,-170,-170,251,264,71
8129,-171,-168,282,275,66
8130,-171,-165,345,282,66
8131,-169,-162,391,292,62
8132,-164,-159,381,301,58
8133,-158,-156,329,310,54
8134,-149,-150,334,316,53
8135,-144,-144,365,324,49
8136,-139,-138,409,330,48
8137,-134,-132,474,339,43
8138,-127,-127,502,348,38
8139,-122,-121,474,357,34
8140,-121,-116,394,368,30
8141,-114,-112,429,376,26
8142,-110,-106,484,384,21
8143,-104,-101,478,389,19
8144,-98,-94,522,394,13
8145,-92,-88,541,401,7
8146,-87,-83,566,408,5
8147,-82,-78,514,415,0
8148,-70,-71,512,422,-6
8149,-58,-63,525,426,-13
8150,-56,-55,483,427,-17
8151,-47,-49,440,424,-20
8152,-38,-41,413,420,-23
8153,-32,-33,418,414,-26
8154,-22,-24,414,403,-31
8155,-11,-15,337,390,-33
8156,-7,-8,343,376,-38
8157,-3,-1,311,357,-38
8158,3,4,281,338,-39
8159,10,10,261,316,-38
8160,17,16,236,295,-39
8161,26,21,163,273,-44
8162,29,27,129,247,-44
8163,34,32,84,218,-40
8164,40,36,46,187,-40
8165,38,39,73,156,-37
8166,40,41,102,124,-35
8167,40,43,87,93,-35
8168,39,43,75,65,-33
8169,45,44,51,43,-32
8170,46,46,10,27,-32
8171,48,46,-64,18,-31
8172,49,47,-86,12,-32
8173,46,47,-71,5,-34
8174,49,48,-14,-3,-35
8175,46,48,-20,-10,-32
8176,47,48,-30,-19,-33
8177,49,48,-61,-26,-31
8178,49,48,-128,-30,-33
8179,53,48,-131,-33,-31
8180,52,48,-122,-37,-33
8181,46,47,-106,-41,-31
8182,50,47,-102,-48,-29
8183,49,46,-130,-54,-31
8184,48,46,-141,-57,-28
8185,48,45,-146,-61,-30
8186,45,43,-144,-65,-29
8187,40,41,-114,-71,-28
8188,36,38,-105,-78,-24
8189,37,36,-163,-80,-25
8190,41,36,-173,-83,-22
8191,41,35,-194,-86,-22
8192,41,35,-170,-91,-20
8193,37,34,-167,-97,-21
8194,37,34,-171,-102,-18
8195,36,33,-214,-104,-19
8196,37,31,-208,-108,-16
8197,31,29,-196,-112,-15
8198,25,26,-189,-113,-15
8199,20,23,-131,-116,-13
8200,18,20,-178,-118,-10
8201,17,17,-205,-119,-7
8202,14,13,-203,-116,-9
8203,14,10,-208,-113,-6
8204,10,9,-146,-112,-5
8205,5,7,-114,-111,-7
8206,9,6,-118,-111,-5
8207,9,5,-114,-110,-2
8208,7,5,-153,-107,-3
8209,6,3,-122,-104,0
8210,1,1,-130,-100,-1
8211,-2,0,-95,-99,1
8212,-6,-3,-91,-96,0
8213,-5,-4,-63,-96,3
8214,-7,-6,-107,-93,2
8215,-7,-8,-96,-87,5
8216,-11,-10,-85,-79,2
8217,-15,-12,-98,-74,5
8218,-16,-14,-33,-69,3
8219,-22,-17,-8,-63,6
8220,-23,-19,-7,-59,5
8221,-21,-20,-22,-54,6
8222,-22,-21,-48,-49,5
8223,-22,-22,-72,-41,8
8224,-23,-23,-98,-34,8
8225,-24,-25,-88,-27,6
8226,-24,-26,-74,-21,5
8227,-27,-27,-29,-18,5
8228,-26,-27,21,-15,6
8229,-25,-27,40,-13,8
8230,-28,-27,23,-12,6
8231,-26,-26,59,-11,9
8232,-29,-27,27,-8,7
8233,-30,-28,-45,-6,9
8234,-32,-29,-47,-3,7
8235,-32,-30,-52,0,10
8236,-26,-30,-58,1,7
8237,-25,-29,-34,4,10
8238,-29,-29,-33,6,8
8239,-26,-29,-10,8,10
8240,-26,-28,51,8,8
8241,-28,-27,30,8,11
8242,-26,-26,35,8,9
8243,-27,-26,63,7,11
8244,-27,-25,69,9,9
8245,-29,-26,28,11,10
8246,-29,-26,38,9,11
8247,-27,-26,-17,7,11
8248,-25,-26,-1,6,11
8249,-23,-25,-7,6,11
8250,-23,-24,-9,8,9
8251,-24,-25,-64,10,12
8252,-26,-26,-77,12,10
8253,-24,-26,-53,14,12
8254,-23,-26,7,17,10
8255,-33,-27,35,18,12
