index,roll_H,Kalman_roll,gyro_x,Kalman_gyro,torque
9057,-296,-297,27,1,70
9058,-298,-297,-49,1,72
9059,-299,-299,-4,0,70
9060,-299,-299,-41,-1,72
9061,-307,-301,-31,-1,70
9062,-308,-303,40,0,72
9063,-303,-304,1,-2,72
9064,-303,-304,39,0,71
9065,-295,-302,-17,2,71
9066,-296,-301,-82,2,70
9067,-305,-300,10,2,69
9068,-304,-301,27,0,71
9069,-301,-302,49,0,71
9070,-305,-302,30,1,71
9071,-301,-303,-29,1,72
9072,-302,-303,-22,0,71
9073,-301,-303,4,0,73
9074,-301,-301,-20,1,69
9075,-305,-301,52,1,71
9076,-305,-302,34,0,73
9077,-300,-302,8,1,71
9078,-302,-302,-17,0,73
9079,-301,-302,-27,0,71
9080,-304,-303,-25,0,73
9081,-304,-303,55,0,71
9082,-304,-303,54,2,73
9083,-307,-304,22,4,71
9084,-303,-304,-16,5,74
9085,-310,-305,-18,5,71
9086,-312,-307,-32,2,74
9087,-309,-308,-6,0,75
9088,-308,-308,53,0,74
9089,-310,-309,7,2,72
9090,-307,-309,10,4,74
9091,-311,-309,-23,3,72
9092,-311,-310,-17,2,74
9093,-313,-310,-14,0,76
9094,-308,-309,28,-1,74
9095,-303,-308,16,2,74
9096,-303,-307,5,3,71
9097,-302,-306,-25,3,73
9098,-308,-306,8,2,74
9099,-311,-307,-6,0,73
9100,-315,-309,23,0,75
9101,-311,-310,5,1,75
9102,-307,-310,-40,2,72
9103,-308,-310,-14,4,75
9104,-309,-310,14,3,73
9105,-309,-310,-1,2,75
9106,-311,-310,61,0,76
9107,-307,-309,42,0,76
9108,-308,-308,-27,2,74
9109,-307,-307,-13,4,72
9110,-306,-308,-24,4,74
9111,-307,-307,9,2,72
9112,-312,-308,32,1,74
9113,-311,-309,32,1,77
9114,-311,-311,19,2,75
9115,-314,-311,-31,2,77
9116,-317,-313,-32,3,75
9117,-317,-314,-32,4,76
9118,-319,-314,22,5,76
